		  NONPERIODIC TEMPLATES TEST
-------------------------------------------------------------------------------------
		  COMPUTATIONAL INFORMATION
-------------------------------------------------------------------------------------
	LAMBDA = 24.398438	M = 12500	N = 8	m = 9	n = 100000
-------------------------------------------------------------------------------------
		F R E Q U E N C Y
Template   W_1  W_2  W_3  W_4  W_5  W_6  W_7  W_8    Chi^2   P_value Assignment Index
-------------------------------------------------------------------------------------
000000001   26   30   28   24   23   24   20   22  3.147238 0.924780 SUCCESS   0
000000011   26   33   28   31   20   19   27   23  8.063100 0.427331 SUCCESS   1
000000101   32   18   26   24   17   26   20   32  9.993433 0.265487 SUCCESS   2
000000111   19   28   31   29   26   23   30   20  6.868227 0.550915 SUCCESS   3
000001001   19   22   20   26   27   22   30   28  4.816089 0.777040 SUCCESS   4
000001011   25   19   25   17   19   22   15   33 11.939654 0.153917 SUCCESS   5
000001101   21   30   19   24   12   26   17   22 12.244165 0.140638 SUCCESS   6
000001111   24   26   36   35   34   31   17   22 18.894414 0.015435 SUCCESS   7
000010001   22   21   24   20   21   19   21   41 15.449471 0.050973 SUCCESS   8
000010011   22   27   20   24   38   26   26   23  9.494962 0.302275 SUCCESS   9
000010101   26   28   26   20   20   26   21   23  3.086998 0.928780 SUCCESS  10
000010111   26   16   18   18   22   26   18   32 11.100925 0.196046 SUCCESS  11
000011001   27   30   31   28   26   25   28   24  4.692299 0.789900 SUCCESS  12
000011011   25   24   19   30   24   27   17   25  5.213939 0.734484 SUCCESS  13
000011101   26   22   27   28   20   21   30   30  5.156347 0.740742 SUCCESS  14
000011111   24   30   34   29   33   25   25   25  9.319538 0.316061 SUCCESS  15
000100011   20   19   29   25   24   18   18   32  8.890575 0.351611 SUCCESS  16
000100101   25   27   17   22   28   23   32   24  5.952047 0.652604 SUCCESS  17
000100111   19   24   17   28   22   23   18   22  6.414770 0.600876 SUCCESS  18
000101001   23   29   22   21   18   16   27   21  7.211794 0.513964 SUCCESS  19
000101011   23   28   19   27   15   24   19   24  7.144272 0.521150 SUCCESS  20
000101101   24   17   23   26   22   18   25   30  5.840172 0.665130 SUCCESS  21
000101111   25   21   20   19   23   18   13   33 13.015371 0.111322 SUCCESS  22
000110011   17   30   21   24   21   24   24   20  5.466815 0.706714 SUCCESS  23
000110101   19   28   27   28   15   29   22   26  7.612292 0.472228 SUCCESS  24
000110111   23   23   16   24   25   25   16   23  6.262515 0.617852 SUCCESS  25
000111001   20   19   28   26   27   21   37   22 10.460129 0.234203 SUCCESS  26
000111011   27   18   24   26   35   28   23   31  9.377130 0.311487 SUCCESS  27
000111101   14   21   24   23   25   25   26   20  6.118865 0.633919 SUCCESS  28
000111111   23   25   28   18   24   30   19   22  5.196728 0.736358 SUCCESS  29
001000011   26   32   26   23   12   31   26   35 15.977731 0.042700 SUCCESS  30
001000101   21   20   22   31   21   22   24   26  4.247449 0.834136 SUCCESS  31
001000111   23   16   29   21   24   17   26   26  7.000623 0.536566 SUCCESS  32
001001011   30   21   21   27   20   28   34   15 11.611974 0.169374 SUCCESS  33
001001101   25   28   28   21   34   32   24   20  8.783996 0.360844 SUCCESS  34
001001111   22   23   28   29   22   15   19   29  7.890985 0.444191 SUCCESS  35
001010011   18   26   27   23   11   15   30   22 15.133706 0.056597 SUCCESS  36
001010101   24   25   19   26   26   21   28   25  2.528287 0.960399 SUCCESS  37
001010111   24   26   24   23   19   25   26   28  2.113226 0.977342 SUCCESS  38
001011011   25   17   22   23   25   12   19   27 10.710357 0.218657 SUCCESS  39
001011101   29   26   26   20   32   23   26   31  6.420066 0.600287 SUCCESS  40
001011111   24   20   23   31   18   25   19   30  7.069468 0.529156 SUCCESS  41
001100101   25   26   32   26   21   17   29   33  9.520780 0.300283 SUCCESS  42
001100111   21   27   21   16   25   29   29   20  6.882790 0.549330 SUCCESS  43
001101011   21   34   27   30   22   27   23   27  6.911255 0.546237 SUCCESS  44
001101101   18   30   32   31   26   27   26   25  7.877746 0.445503 SUCCESS  45
001101111   30   30   24   25   38   26   14   16 18.196687 0.019799 SUCCESS  46
001110101   29   25   20   15   19   33   30   22 11.416690 0.179188 SUCCESS  47
001110111   33   18   23   28   32   23   21   20  9.341383 0.314321 SUCCESS  48
001111011   19   24   23   23   19   27   20   25  3.763541 0.877803 SUCCESS  49
001111101   23   21   28   30   30   22   21   30  5.842820 0.664833 SUCCESS  50
001111111   27   21   31   25   27   23   24   25  3.029406 0.932499 SUCCESS  51
010000011   19   29   26   43   30   33   21   21 22.342666 0.004319 FAILURE  52
010000111   17   34   24   25   20   22   27   25  7.612292 0.472228 SUCCESS  53
010001011   23   23   24   24   23   23   30   26  1.782898 0.986959 SUCCESS  54
010001111   24   16   33   19   21   21   27   32 11.077756 0.197332 SUCCESS  55
010010011   26   26   28   28   20   16   27   21  5.900412 0.658386 SUCCESS  56
010010111   30   26   19   22   24   22   25   23  3.265071 0.916639 SUCCESS  57
010011011   19   25   28   28   38   28   19   29 12.868411 0.116458 SUCCESS  58
010011111   25   22   29   30   23   13   19   29 10.204605 0.250958 SUCCESS  59
010100011   26   22   18   28   26   32   31   28  7.589123 0.474598 SUCCESS  60
010100111   26   30   26   16   16   28   22   18 10.051025 0.261463 SUCCESS  61
010101011   26   20   20   28   31   22   31   29  7.131033 0.522564 SUCCESS  62
010101111   28   28   26   26   19   27   23   31  4.767103 0.782154 SUCCESS  63
010110011   21   25   14   17   27   23   22   24  8.024705 0.431061 SUCCESS  64
010110111   25   22   17   27   23   21   19   22  4.915386 0.766580 SUCCESS  65
010111011   35   24   25   22   34   24   24   28  9.496286 0.302173 SUCCESS  66
010111111   27   16   27   24   20   24   15   30  9.466497 0.304482 SUCCESS  67
011000111   35   20   26   22   29   33   29   20 11.682144 0.165959 SUCCESS  68
011001111   24   15   23   19   23   29   32   27  8.781348 0.361076 SUCCESS  69
011010111   28   33   25   20   27   28   20   25  6.190359 0.625918 SUCCESS  70
011011111   27   29   29   32   28   21   20   26  6.496194 0.591830 SUCCESS  71
011101111   31   16   25   23   25   20   23   22  6.094372 0.636662 SUCCESS  72
011111111   25   27   31   28   28   24   23   30  4.666482 0.792555 SUCCESS  73
100000000   26   30   28   24   23   24   20   22  3.147238 0.924780 SUCCESS  74
100010000   24   26   28   32   17   25   30   25  6.792099 0.559221 SUCCESS  75
100100000   26   23   29   24   22   27   22   22  2.113226 0.977342 SUCCESS  76
100101000   21   24   21   25   16   22   39   25 13.280825 0.102546 SUCCESS  77
100110000   27   21   28   17   25   17   27   24  6.272445 0.616743 SUCCESS  78
100111000   15   32   22   16   22   26   20   26 10.703076 0.219097 SUCCESS  79
101000000   20   26   31   26   14   24   21   25  7.975719 0.435846 SUCCESS  80
101000100   31   17   20   25   18   19   34   19 13.110034 0.108119 SUCCESS  81
101001000   21   33   40   22   19   20   20   18 18.788497 0.016033 SUCCESS  82
101001100   24   22   32   25   24   23   33   20  6.757676 0.562989 SUCCESS  83
101010000   23   27   27   21   24   28   23   25  1.800109 0.986539 SUCCESS  84
101010100   24   24   13   19   15   22   26   32 13.295388 0.102082 SUCCESS  85
101011000   27   25   21   27   23   24   21   28  2.206565 0.974015 SUCCESS  86
101011100   18   32   22   19   21   26   21   28  7.297851 0.504864 SUCCESS  87
101100000   32   21   25   29   24   24   22   34  8.012790 0.432222 SUCCESS  88
101100100   26   23   21   27   24   32   21   17  6.230740 0.621403 SUCCESS  89
101101000   15   21   26   20   25   20   28   21  7.033722 0.532999 SUCCESS  90
101101100   27   26   24   19   26   22   27   28  2.825516 0.944825 SUCCESS  91
101110000   24   19   12   30   26   25   29   17 12.423561 0.133282 SUCCESS  92
101110100   26   22   26   27   28   19   22   33  5.910342 0.657274 SUCCESS  93
101111000   24   27   21   26   23   26   23   21  1.655136 0.989823 SUCCESS  94
101111100   29   27   36   20   29   27   21   23  9.461863 0.304843 SUCCESS  95
110000000   25   19   21   22   24   19   20   21  4.533424 0.806080 SUCCESS  96
110000010   26   28   13   26   26   23   21   30  8.281553 0.406462 SUCCESS  97
110000100   23   30   29   24   27   22   25   31  4.708187 0.788261 SUCCESS  98
110001000   19   27   33   35   20   21   23   22 11.053263 0.198699 SUCCESS  99
110001010   18   32   31   34   21   29   28   22 12.114416 0.146171 SUCCESS 100
110010000   21   21   24   18   28   30   24   32  7.053581 0.530863 SUCCESS 101
110010010   29   13   17   22   20   28   24   23 10.423058 0.236579 SUCCESS 102
110010100   21   26   24   30   14   19   30   26  9.187804 0.326702 SUCCESS 103
110011000   20   29   16   21   24   29   28   26  6.756352 0.563134 SUCCESS 104
110011010   18   27   21   26   28   18   28   23  5.535661 0.699086 SUCCESS 105
110100000   16   23   29   20   27   28   21   23  6.196317 0.625252 SUCCESS 106
110100010   29   20   21   34   23   17   30   19 11.077756 0.197332 SUCCESS 107
110100100   23   34   29   24   18   23   20   18  9.263931 0.320523 SUCCESS 108
110101000   24   22   17   18   25   29   28   25  5.781256 0.671719 SUCCESS 109
110101010   26   19   14   21   20   23   29   36 13.915664 0.083990 SUCCESS 110
110101100   22   24   20   25   26   27   16   25  4.484437 0.810988 SUCCESS 111
110110000   36   24   23   29   25   26   20   31  9.479075 0.303506 SUCCESS 112
110110010   27   22   26   29   20   25   17   22  4.933922 0.764615 SUCCESS 113
110110100   19   19   32   28   28   15   26   21 10.356860 0.240867 SUCCESS 114
110111000   28   17   18   31   24   21   16   19 11.168447 0.192336 SUCCESS 115
110111010   30   24   16   23   28   27   20   24  6.069879 0.639405 SUCCESS 116
110111100   29   29   19   23   29   25   17   12 12.855834 0.116907 SUCCESS 117
111000000   25   20   23   24   23   24   23   19  2.331679 0.969118 SUCCESS 118
111000010   25   25   21   20   25   15   25   30  6.441912 0.597858 SUCCESS 119
111000100   23   29   30   29   22   28   24   19  5.241080 0.731526 SUCCESS 120
111000110   26   25   34   19   22   25   15   24  9.272537 0.319829 SUCCESS 121
111001000   13   17   18   20   19   28   17   28 15.030437 0.058556 SUCCESS 122
111001010   24   27   26   27   15   22   27   26  5.070289 0.750038 SUCCESS 123
111001100   19   27   30   18   25   22   35   23  9.688923 0.287542 SUCCESS 124
111010000   23   34   28   27   31   22   31   23  8.844236 0.355606 SUCCESS 125
111010010   24   29   27   23   25   22   26   26  1.749799 0.987745 SUCCESS 126
111010100   28   22   27   27   28   37   26   15 12.495055 0.130445 SUCCESS 127
111010110   26   23   20   16   22   28   25   16  7.796322 0.453615 SUCCESS 128
111011000   29   17   27   27   30   30   18   27  8.469556 0.388996 SUCCESS 129
111011010   28   22   23   20   33   28   22   18  7.358092 0.498535 SUCCESS 130
111011100   23   22   14   25   26   21   23   19  6.838437 0.554160 SUCCESS 131
111100000   39   21   20   23   27   34   24   29 15.520965 0.049773 SUCCESS 132
111100010   16   26   33   25   25   24   24   18  8.010142 0.432480 SUCCESS 133
111100100   25   17   19   23   24   25   17   30  7.322345 0.502287 SUCCESS 134
111100110   25   30   27   25   22   29   38   18 12.360011 0.135849 SUCCESS 135
111101000   21   32   26   34   27   21   24   22  7.978367 0.435586 SUCCESS 136
111101010   26   26   22   24   19   32   26   24  4.265984 0.832363 SUCCESS 137
111101100   27   15   26   29   22   22   17   23  7.924084 0.440921 SUCCESS 138
111101110   23   22   16   20   22   18   24   16  9.107704 0.333292 SUCCESS 139
111110000   32   25   26   25   30   26   22   28  4.818737 0.776762 SUCCESS 140
111110010   25   16   21   26   30   21   20   36 11.942302 0.153797 SUCCESS 141
111110100   28   33   30   38   28   23   21   30 15.302511 0.053523 SUCCESS 142
111110110   28   19   31   30   21   25   18   26  7.307781 0.503819 SUCCESS 143
111111000   20   24   29   20   24   27   23   29  3.816500 0.873288 SUCCESS 144
111111010   31   28   34   29   31   23   24   23  9.217593 0.324274 SUCCESS 145
111111100   22   24   25   27   24   27   17   32  5.613113 0.690478 SUCCESS 146
111111110   25   27   31   28   28   24   23   30  4.666482 0.792555 SUCCESS 147

		  NONPERIODIC TEMPLATES TEST
-------------------------------------------------------------------------------------
		  COMPUTATIONAL INFORMATION
-------------------------------------------------------------------------------------
	LAMBDA = 24.398438	M = 12500	N = 8	m = 9	n = 100000
-------------------------------------------------------------------------------------
		F R E Q U E N C Y
Template   W_1  W_2  W_3  W_4  W_5  W_6  W_7  W_8    Chi^2   P_value Assignment Index
-------------------------------------------------------------------------------------
000000001   22   30   24   26   26   27   24   21  2.579921 0.957900 SUCCESS   0
000000011   31   23   17   27   37   24   27   24 11.562987 0.171793 SUCCESS   1
000000101   20   28   31   19   22   24   31   23  6.629914 0.577036 SUCCESS   2
000000111   34   23   16   28   29   24   26   19  9.773656 0.281273 SUCCESS   3
000001001   20   22   19   21   23   24   19   27  4.398380 0.819512 SUCCESS   4
000001011   16   22   25   17   19   31   38   25 16.500695 0.035749 SUCCESS   5
000001101   20   16   21   23   21   27   25   25  5.186798 0.737437 SUCCESS   6
000001111   35   23   24   30   22   31   23   23  8.436457 0.392037 SUCCESS   7
000010001   22   28   25   16   38   27   24   27 12.215037 0.141864 SUCCESS   8
000010011   24   25   25   28   15   27   24   27  4.909428 0.767211 SUCCESS   9
000010101   26   22   30   19   21   24   25   22  3.671526 0.885478 SUCCESS  10
000010111   14   21   30   18   20   29   31   30 13.026625 0.110937 SUCCESS  11
000011001   27   20   19   24   23   25   22   27  2.976447 0.935827 SUCCESS  12
000011011   14   17   19   19   20   26   25   28 10.862613 0.209606 SUCCESS  13
000011101   23   17   29   33   25   23   21   17  9.340059 0.314426 SUCCESS  14
000011111   30   25   28   29   31   33   18   31 11.353140 0.182481 SUCCESS  15
000100011   28   33   32   24   43   18   17   26 24.960796 0.001579 FAILURE  16
000100101   25   23   20   23   32   14   17   29 11.245899 0.188152 SUCCESS  17
000100111   30   20   26   25   20   29   30   26  5.427759 0.711030 SUCCESS  18
000101001   29   29   18   21   25   26   21   22  4.875005 0.770848 SUCCESS  19
000101011   21   26   33   23   22   19   31   24  7.146920 0.520867 SUCCESS  20
000101101   19   19   22   23   25   21   22   21  4.033629 0.854077 SUCCESS  21
000101111   28   24   26   23   21   24   25   28  1.808715 0.986325 SUCCESS  22
000110011   23   32   22   23   24   26   20   23  3.875416 0.868185 SUCCESS  23
000110101   28   21   15   31   27   32   25   21  9.866995 0.274486 SUCCESS  24
000110111   23   20   17   20   23   24   26   28  4.788948 0.779877 SUCCESS  25
000111001   24   24   26   25   25   27   23   30  1.851744 0.985224 SUCCESS  26
000111011   33   17   27   27   26   29   22   22  7.520277 0.481674 SUCCESS  27
000111101   31   23   23   25   26   26   23   22  2.571316 0.958322 SUCCESS  28
000111111   29   30   31   30   33   28   29   28 10.532947 0.229592 SUCCESS  29
001000011   23   16   28   25   21   27   22   28  5.205333 0.735421 SUCCESS  30
001000101   27   20   25   20   33   19   21   31  8.646304 0.373006 SUCCESS  31
001000111   24   26   29   23   37   20   23   31 10.572004 0.227149 SUCCESS  32
001001011   24   20   26   22   25   24   26   22  1.553191 0.991789 SUCCESS  33
001001101   14   20   29   22   27   25   15   24 10.592525 0.225873 SUCCESS  34
001001111   32   17   32   22   17   33   25   21 13.417193 0.098279 SUCCESS  35
001010011   28   20   22   25   26   26   19   27  3.367015 0.909262 SUCCESS  36
001010101   28   25   23   35   22   23   31   29  8.479485 0.388086 SUCCESS  37
001010111   27   24   31   26   24   19   28   22  4.283195 0.830711 SUCCESS  38
001011011   17   20   25   27   22   25   31   22  5.789861 0.670757 SUCCESS  39
001011101   14   21   28   25   16   29   27   20 10.626948 0.223746 SUCCESS  40
001011111   28   24   22   16   24   15   31   25  9.398975 0.309764 SUCCESS  41
001100101   18   26   19   33   24   21   21   35 11.959513 0.153019 SUCCESS  42
001100111   22   30   19   18   24   27   22   27  5.366194 0.717815 SUCCESS  43
001101011   30   25   12   33   22   27   23   27 11.891991 0.156088 SUCCESS  44
001101101   16   21   31   16   20   32   31   24 13.433080 0.097792 SUCCESS  45
001101111   21   22   17   18   19   31   24   23  7.957183 0.437664 SUCCESS  46
001110101   22   18   25   32   30   25   20   26  6.714647 0.567710 SUCCESS  47
001110111   38   18   27   12   24   23   22   23 16.787994 0.032394 SUCCESS  48
001111011   29   26   30   14   23   23   28   29  8.528472 0.383619 SUCCESS  49
001111101   20   26   30   28   24   16   17   19  9.355947 0.313164 SUCCESS  50
001111111   28   21   35   31   25   30   25   29  9.904066 0.271824 SUCCESS  51
010000011   22   29   18   18   26   23   28   26  5.459534 0.707519 SUCCESS  52
010000111   24   25   40   25   24   20   19   25 12.426209 0.133176 SUCCESS  53
010001011   28   19   26   25   26   23   21   29  3.486172 0.900260 SUCCESS  54
010001111   24   20   25   27   31   22   23   23  3.384227 0.907987 SUCCESS  55
010010011   16   18   27   25   16   27   24   20  9.126240 0.331759 SUCCESS  56
010010111   27   26   24   24   19   19   29   19  5.010049 0.756502 SUCCESS  57
010011011   15   19   30   20   28   36   18   27 15.399160 0.051833 SUCCESS  58
010011111   23   20   35   24   13   30   25   21 13.009413 0.111526 SUCCESS  59
010100011   30   24   24   28   28   18   24   20  5.002768 0.757280 SUCCESS  60
010100111   27   29   27   24   14   23   25   28  6.706042 0.568655 SUCCESS  61
010101011   24   23   22   36   17   21   29   23  9.823966 0.277599 SUCCESS  62
010101111   28   21   20   28   18   23   29   24  5.129206 0.743681 SUCCESS  63
010110011   15   20   30   18   32   33   24   25 13.230514 0.104161 SUCCESS  64
010110111   22   23   27   31   18   25   32   22  6.901326 0.547315 SUCCESS  65
010111011   20   17   27   19   11   23   23   21 12.920708 0.114607 SUCCESS  66
010111111   30   26   22   24   30   13   29   21  9.908700 0.271493 SUCCESS  67
011000111   28   30   24   26   22   22   20   20  4.121010 0.846044 SUCCESS  68
011001111   24   24   32   17   24   21   27   29  6.460447 0.595798 SUCCESS  69
011010111   24   25   17   32   29   32   20   23  9.036872 0.339195 SUCCESS  70
011011111   15   25   22   19   11   34   26   21 17.345381 0.026707 SUCCESS  71
011101111   33   25   34   21   15   22   17   34 17.755808 0.023134 SUCCESS  72
011111111   25   19   24   24   25   29   22   19  3.654315 0.886889 SUCCESS  73
100000000   22   30   24   26   26   27   24   21  2.579921 0.957900 SUCCESS  74
100010000   21   19   16   28   26   27   25   17  7.991606 0.434290 SUCCESS  75
100100000   19   30   25   26   32   22   22   33  8.758179 0.363105 SUCCESS  76
100101000   22   16   25   21   28   18   22   20  7.084032 0.527594 SUCCESS  77
100110000   25   21   15   23   20   33   24   19  9.525413 0.299927 SUCCESS  78
100111000   23   31   16   22   23   33   24   23  8.468232 0.389117 SUCCESS  79
101000000   33   26   21   24   20   26   29   24  5.571408 0.695116 SUCCESS  80
101000100   21   20   21   19   38   22   22   28 11.907879 0.155362 SUCCESS  81
101001000   24   18   25   28   38   17   17   23 14.864943 0.061825 SUCCESS  82
101001100   24   25   24   29   26   27   26   19  2.664655 0.953610 SUCCESS  83
101010000   24   26   25   27   26   20   19   27  2.867221 0.942412 SUCCESS  84
101010100   30   27   29   35   21   19   25   29  9.911348 0.271303 SUCCESS  85
101011000   20   21   31   23   25   17   23   25  5.670705 0.684063 SUCCESS  86
101011100   19   28   20   22   27   30   15   23  8.288835 0.405777 SUCCESS  87
101100000   25   22   31   21   26   23   24   31  4.639341 0.795336 SUCCESS  88
101100100   25   25   22   26   24   24   38   25  8.249778 0.409459 SUCCESS  89
101101000   19   20   20   20   23   24   26   24  3.898585 0.866156 SUCCESS  90
101101100   20   26   10   25   25   12   31   27 18.387999 0.018498 SUCCESS  91
101110000   27   22   18   22   21   29   18   35 10.391283 0.238629 SUCCESS  92
101110100   18   31   26   24   23   38   33   21 15.240947 0.054626 SUCCESS  93
101111000   26   25   30   29   23   23   18   29  5.147741 0.741675 SUCCESS  94
101111100   26   25   16   25   18   24   31   30  8.044565 0.429129 SUCCESS  95
110000000   21   23   23   20   30   24   24   27  3.104209 0.927649 SUCCESS  96
110000010   24   15   19   15   22   27   28   24  9.812713 0.278418 SUCCESS  97
110000100   29   33   29   21   15   24   26   23  9.358595 0.312954 SUCCESS  98
110001000   28   17   21   33   24   21   22   21  7.721519 0.461135 SUCCESS  99
110001010   26   31   21   30   25   20   31   24  6.461771 0.595651 SUCCESS 100
110010000   24   30   24   21   25   23   20   25  2.765276 0.948213 SUCCESS 101
110010010   26   24   24   35   21   22   36   25 11.334604 0.183451 SUCCESS 102
110010100   24   11   25   18   26   19   20   27 11.811892 0.159796 SUCCESS 103
110011000   23   18   12   31   22   25   24   29 11.339238 0.183208 SUCCESS 104
110011010   22   30   23   24   30   24   26   21  3.596722 0.891555 SUCCESS 105
110100000   29   25   26   18   26   24   29   29  4.665158 0.792691 SUCCESS 106
110100010   21   22   24   22   37   23   28   31 10.190041 0.251940 SUCCESS 107
110100100   17   18   28   21   21   27   18   20  8.422555 0.393319 SUCCESS 108
110101000   29   26   25   27   29   25   20   26  3.148562 0.924691 SUCCESS 109
110101010   26   25   28   36   16   17   23   23 11.848963 0.158071 SUCCESS 110
110101100   24   18   28   30   24   20   21   29  5.832890 0.665944 SUCCESS 111
110110000   26   25   34   21   24   23   29   27  5.792509 0.670461 SUCCESS 112
110110010   25   20   26   28   28   21   21   25  3.036688 0.932034 SUCCESS 113
110110100   24   20   21   20   23   26   27   23  2.696430 0.951942 SUCCESS 114
110111000   23   21   19   25   20   27   23   14  7.592432 0.474259 SUCCESS 115
110111010   21   21   26   17   27   34   32   21 10.536257 0.229384 SUCCESS 116
110111100   25   27   26   19   24   24   18   33  6.527969 0.588307 SUCCESS 117
111000000   22   25   28   21   21   27   24   26  2.189353 0.974649 SUCCESS 118
111000010   30   31   24   22   21   25   19   21  5.654818 0.685834 SUCCESS 119
111000100   23   19   33   29   24   29   31   18  9.833896 0.276878 SUCCESS 120
111000110   24   27   28   24   24   27   24   22  1.393654 0.994336 SUCCESS 121
111001000   19   33   29   19   18   26   16   36 17.034912 0.029748 SUCCESS 122
111001010   18   20   27   18   25   24   30   20  6.746422 0.564223 SUCCESS 123
111001100   27   17   19   26   20   22   23   27  5.382082 0.716066 SUCCESS 124
111010000   34   29   29   22   17   24   31   22 10.359508 0.240694 SUCCESS 125
111010010   13   26   31   25   18   30   23   24 10.628272 0.223664 SUCCESS 126
111010100   26   25   23   30   30   29   23   25  3.860852 0.869454 SUCCESS 127
111010110   23   19   25   29   25   26   23   25  2.452159 0.963924 SUCCESS 128
111011000   27   25   39   24   25   30   26   21 11.284294 0.186105 SUCCESS 129
111011010   28   22   17   26   32   23   21   23  6.324079 0.610980 SUCCESS 130
111011100   24   19   21   29   15   19   30   17 11.253181 0.187762 SUCCESS 131
111100000   25   19   24   25   15   29   22   25  6.170500 0.628140 SUCCESS 132
111100010   23   27   23   25   29   19   37   27  9.614119 0.293160 SUCCESS 133
111100100   31   32   26   24   21   29   15   39 18.571367 0.017328 SUCCESS 134
111100110   25   31   17   18   29   24   22   25  7.078074 0.528233 SUCCESS 135
111101000   29   22   26   18   14   30   22   25  9.153381 0.329523 SUCCESS 136
111101010   31   28   29   24   19   25   23   22  4.876329 0.770709 SUCCESS 137
111101100   24   20   40   22   23   26   22   32 14.265851 0.075094 SUCCESS 138
111101110   27   32   22   28   24   20   32   22  7.046299 0.531646 SUCCESS 139
111110000   24   18   26   31   21   36   28   21 10.926825 0.205880 SUCCESS 140
111110010   28   27   24   23   23   27   17   27  3.901233 0.865923 SUCCESS 141
111110100   31   26   32   20   12   23   24   22 12.068740 0.148163 SUCCESS 142
111110110   26   24   27   24   23   24   21   27  1.274497 0.995850 SUCCESS 143
111111000   24   18   32   29   20   26   26   20  6.943030 0.542792 SUCCESS 144
111111010   33   27   29   18   17   24   25   28  8.943533 0.347082 SUCCESS 145
111111100   20   17   27   26   27   30   22   20  6.213529 0.623327 SUCCESS 146
111111110   25   19   24   24   25   29   22   19  3.654315 0.886889 SUCCESS 147

		  NONPERIODIC TEMPLATES TEST
-------------------------------------------------------------------------------------
		  COMPUTATIONAL INFORMATION
-------------------------------------------------------------------------------------
	LAMBDA = 24.398438	M = 12500	N = 8	m = 9	n = 100000
-------------------------------------------------------------------------------------
		F R E Q U E N C Y
Template   W_1  W_2  W_3  W_4  W_5  W_6  W_7  W_8    Chi^2   P_value Assignment Index
-------------------------------------------------------------------------------------
000000001   23   21   19   21   27   18   28   24  4.873681 0.770988 SUCCESS   0
000000011   24   26   21   26   21   18   27   26  3.332592 0.911787 SUCCESS   1
000000101   21   25   21   25   25   25   22   21  1.772968 0.987198 SUCCESS   2
000000111   26   22   16   23   19   23   26   21  5.339053 0.720799 SUCCESS   3
000001001   22   28   21   27   22   25   22   24  2.078803 0.978500 SUCCESS   4
000001011   22   19   27   26   24   22   23   20  3.026758 0.932667 SUCCESS   5
000001101   16   26   22   21   26   27   28   28  5.324490 0.722398 SUCCESS   6
000001111   25   19   21   19   24   27   26   20  4.195814 0.839038 SUCCESS   7
000010001   13   25   21   16   28   23   22   30 11.202870 0.190467 SUCCESS   8
000010011   25   27   16   32   22   20   23   24  6.891396 0.548394 SUCCESS   9
000010101   22   18   37   22   25   29   28   25 10.427030 0.236323 SUCCESS  10
000010111   16   22   29   23   23   23   26   18  6.220810 0.622513 SUCCESS  11
000011001   24   25   29   20   22   21   22   22  2.959236 0.936890 SUCCESS  12
000011011   17   17   25   19   32   24   30   27  9.959010 0.267915 SUCCESS  13
000011101   30   25   26   22   18   22   25   23  3.773471 0.876961 SUCCESS  14
000011111   26   22   21   43   25   21   28   24 16.562259 0.035004 SUCCESS  15
000100011   13   16   27   17   25   19   27   30 13.964650 0.082691 SUCCESS  16
000100101   21   31   33   21   28   28   25   24  7.080722 0.527949 SUCCESS  17
000100111   25   26   22   20   29   21   24   25  2.595809 0.957113 SUCCESS  18
000101001   21   25   24   22   19   22   14   27  7.101243 0.525750 SUCCESS  19
000101011   23   20   25   25   19   37   30   25 10.240352 0.248560 SUCCESS  20
000101101   18   23   19   21   31   23   21   18  7.694377 0.463879 SUCCESS  21
000101111   25   27   25   26   30   17   29   20  5.791185 0.670609 SUCCESS  22
000110011   27   23   21   20   21   24   23   18  3.991924 0.857851 SUCCESS  23
000110101   23   20   27   21   32   23   30   28  6.088414 0.637329 SUCCESS  24
000110111   24   18   27   20   21   23   33   29  7.451431 0.488799 SUCCESS  25
000111001   26   33   26   27   32   20   24   20  7.732772 0.460000 SUCCESS  26
000111011   33   23   22   23   15   26   27   23  7.764547 0.456801 SUCCESS  27
000111101   18   25   20   23   17   28   21   25  6.025526 0.644372 SUCCESS  28
000111111   21   22   26   30   25   18   25   17  6.255233 0.618666 SUCCESS  29
001000011   20   37   22   26   22   26   31   15 13.840860 0.086009 SUCCESS  30
001000101   22   22   14   27   32   25   27   22  8.349075 0.400135 SUCCESS  31
001000111   19   18   21   26   27   13   22   36 15.304497 0.053488 SUCCESS  32
001001011   23   36   28   20   31   23   22   26  9.436046 0.306856 SUCCESS  33
001001101   28   28   20   25   15   27   21   24  6.459123 0.595945 SUCCESS  34
001001111   29   26   25   17   28   27   18   18  7.645391 0.468853 SUCCESS  35
001010011   19   26   25   15   22   20   19   25  7.414360 0.492656 SUCCESS  36
001010101   31   18   29   22   28   23   31   22  7.444149 0.489556 SUCCESS  37
001010111   24   18   28   29   19   35   23   33 12.401716 0.134160 SUCCESS  38
001011011   27   27   29   22   29   20   27   23  3.800612 0.874650 SUCCESS  39
001011101   17   24   32   28   25   27   27   35 10.673948 0.220867 SUCCESS  40
001011111   18   25   24   27   29   24   20   21  4.256054 0.833314 SUCCESS  41
001100101   23   26   24   24   19   35   26   26  6.418742 0.600434 SUCCESS  42
001100111   29   25   20   27   13   25   18   22  9.516808 0.300589 SUCCESS  43
001101011   28   32   21   19   30   25   31   29  8.809813 0.358593 SUCCESS  44
001101101   20   27   21   23   26   26   20   21  3.204830 0.920853 SUCCESS  45
001101111   21   13   19   17   21   24   31   31 13.736267 0.088904 SUCCESS  46
