		  NONPERIODIC TEMPLATES TEST
-------------------------------------------------------------------------------------
		  COMPUTATIONAL INFORMATION
-------------------------------------------------------------------------------------
	LAMBDA = 24.398438	M = 12500	N = 8	m = 9	n = 100000
-------------------------------------------------------------------------------------
		F R E Q U E N C Y
Template   W_1  W_2  W_3  W_4  W_5  W_6  W_7  W_8    Chi^2   P_value Assignment Index
001101111   21   20   33   25   29   32   28   30  9.682965 0.287986 SUCCESS  46
001110101   19   27   23   18   23   21   21   26  4.508931 0.808539 SUCCESS  47
001110111   23   21   29   26   33   26   38   22 12.902834 0.115237 SUCCESS  48
001111011   29   22   16   25   24   26   29   20  5.976540 0.649860 SUCCESS  49
001111101   25   27   15   24   27   24   25   19  5.594577 0.692541 SUCCESS  50
001111111   22   20   27   32   24   30   30   30  7.793012 0.453946 SUCCESS  51
010000011   25   25   23   24   26   19   29   23  2.443554 0.964311 SUCCESS  52
010000111   26   34   18   25   19   18   27   17 11.339238 0.183208 SUCCESS  53
010001011   19   21   30   24   14   26   22   24  8.000212 0.433449 SUCCESS  54
010001111   17   29   24   19   22   21   27   26  5.585972 0.693498 SUCCESS  55
010010011   27   32   33   24   22   25   21   32  9.072619 0.336207 SUCCESS  56
010010111   20   21   13   25   27   25   20   22  8.194172 0.414736 SUCCESS  57
010011011   24   27   18   25   22   20   26   24  3.222042 0.919660 SUCCESS  58
010011111   28   14   25   35   30   22   32   22 14.172512 0.077378 SUCCESS  59
010100011   22   30   17   31   19   23   21   23  7.628179 0.470607 SUCCESS  60
010100111   29   15   22   36   18   18   21   20 15.363413 0.052453 SUCCESS  61
010101011   30   24   27   26   24   31   26   29  4.590354 0.800327 SUCCESS  62
010101111   16   25   31   25   23   22   23   34  9.180522 0.327297 SUCCESS  63
010110011   26   29   21   23   29   20   25   28  3.859528 0.869570 SUCCESS  64
010110111   24   19   20   16   25   25   25   31  6.941706 0.542935 SUCCESS  65
010111011   20   20   23   39   26   27   30   26 12.588394 0.126818 SUCCESS  66
010111111   19   21   31   31   25   25   29   34 10.250281 0.247897 SUCCESS  67
011000111   31   29   22   19   27   24   19   19  6.984735 0.538281 SUCCESS  68
011001111   31   23   16   29   21   26   23   20  7.315063 0.503052 SUCCESS  69
011010111   19   23   39   17   27   24   22   31 15.052945 0.058124 SUCCESS  70
011011111   27   26   27   26   34   26   21   28  5.844144 0.664685 SUCCESS  71
011101111   23   24   26   34   29   32   33   18 12.318306 0.137557 SUCCESS  72
011111111   25   19   32   30   33   32   31   26 12.565225 0.127710 SUCCESS  73
100000000   29   29   21   30   25   25   10   26 12.535436 0.128865 SUCCESS  74
100010000   31   21   26   22   17   28   20   30  7.705631 0.462740 SUCCESS  75
100100000   28   19   26   24   24   22   23   19  3.467636 0.901687 SUCCESS  76
100101000   32   22   15   27   20   17   19   19 12.328898 0.137121 SUCCESS  77
100110000   28   23   31   12   27   27   25   30 10.909613 0.206873 SUCCESS  78
100111000   30   30   24   36   17   23   22   33 14.148018 0.077988 SUCCESS  79
101000000   15   25   25   27   24   28   22   27  5.146417 0.741818 SUCCESS  80
101000100   22   22   29   20   18   26   19   39 14.314837 0.073919 SUCCESS  81
101001000   23   24   24   26   22   21   17   23  3.339874 0.911256 SUCCESS  82
101001100   27   33   30   24   28   18   30   24  8.377541 0.397486 SUCCESS  83
101010000   13   22   17   27   27   27   18   25 10.677258 0.220665 SUCCESS  84
101010100   27   28   23   18   25   22   20   25  3.747654 0.879143 SUCCESS  85
101011000   34   24   28   23   31   24   31   22  8.488091 0.387299 SUCCESS  86
101011100   29   27   28   17   18   19   23   21  7.593756 0.474124 SUCCESS  87
101100000   21   32   26   22   28   21   28   23  4.961063 0.761730 SUCCESS  88
101100100   25   26   19   25   21   19   31   19  6.179106 0.627177 SUCCESS  89
101101000   19   25   31   17   20   25   20   26  7.178695 0.517481 SUCCESS  90
101101100   24   23   23   23   17   30   33   16 10.026532 0.263169 SUCCESS  91
101110000   35   21   17   29   24   28   28   28 10.122519 0.256532 SUCCESS  92
101110100   19   21   15   15   25   23   23   29 10.286690 0.245478 SUCCESS  93
101111000   14   23   26   28   27   36   20   36 17.833260 0.022512 SUCCESS  94
101111100   26   24   26   30   34   41   28   25 17.700864 0.023584 SUCCESS  95
110000000   33   26   20   32   22   26   18   22  8.841588 0.355835 SUCCESS  96
110000010   31   22   29   23   22   32   25   27  6.063921 0.640072 SUCCESS  97
110000100   34   20   27   21   14   33   28   29 14.663701 0.066024 SUCCESS  98
110001000   33   22   24   26   28   30   32   20  8.640347 0.373538 SUCCESS  99
110001010   23   22   30   39   17   19   15   25 18.000079 0.021226 SUCCESS 100
110010000   21   23   22   28   27   26   23   21  2.333003 0.969064 SUCCESS 101
110010010   25   19   23   34   28   19   29   17 10.239028 0.248649 SUCCESS 102
110010100   31   16   19   25   21   24   19   15 11.557691 0.172056 SUCCESS 103
110011000   27   30   36   22   22   26   16   24 10.909613 0.206873 SUCCESS 104
110011010   22   20   20   18   28   23   25   22  4.508931 0.808539 SUCCESS 105
110100000   27   30   25   23   27   19   28   25  3.800612 0.874650 SUCCESS 106
110100010   19   26   32   19   14   27   20   28 11.263110 0.187232 SUCCESS 107
110100100   25   31   25   19   29   19   28   33  8.927646 0.348436 SUCCESS 108
110101000   13   28   16   30   26   25   19   24 11.737088 0.163325 SUCCESS 109
110101010   25   32   19   18   25   25   17   26  7.890985 0.444191 SUCCESS 110
110101100   34   28   25   19   25   24   25   27  6.029498 0.643928 SUCCESS 111
110110000   15   28   30   21   29   26   33   19 11.485536 0.175676 SUCCESS 112
110110010   22   30   14   22   24   21   28   22  7.687096 0.464617 SUCCESS 113
110110100   26   21   19   17   17   22   19   28  8.498683 0.386332 SUCCESS 114
110111000   30   26   18   33   25   30   38   25 15.505077 0.050037 SUCCESS 115
110111010   26   19   15   18   28   18   35   36 19.568309 0.012099 SUCCESS 116
110111100   15   22   23   32   30   33   28   28 12.079994 0.147670 SUCCESS 117
111000000   25   17   25   33   19   30   20   25  8.883293 0.352237 SUCCESS 118
111000010   24   19   22   22   21   32   35   27  9.714740 0.285621 SUCCESS 119
111000100   25   22   27   27   32   28   28   23  4.462592 0.813164 SUCCESS 120
111000110   27   29   23   28   17   21   21   29  6.010963 0.646004 SUCCESS 121
111001000   21   29   22   20   32   25   20   26  5.841496 0.664981 SUCCESS 122
111001010   28   20   27   28   30   21   21   18  6.247952 0.619479 SUCCESS 123
111001100   28   26   30   26   26   18   18   24  5.680635 0.682955 SUCCESS 124
111010000   25   21   25   26   22   23   32   20  4.222955 0.836468 SUCCESS 125
111010010   19   29   20   23   26   24   22   34  7.299175 0.504725 SUCCESS 126
111010100   15   18   22   28   27   18   24   31 10.144365 0.255039 SUCCESS 127
111010110   27   33   26   12   29   20   24   36 17.468509 0.025584 SUCCESS 128
111011000   21   31   33   23   24   22   23   26  5.995075 0.647784 SUCCESS 129
111011010   28   18   20   17   18   21   25   32 10.109942 0.257394 SUCCESS 130
111011100   21   18   22   27   32   26   35   16 13.061048 0.109766 SUCCESS 131
111100000   26   18   29   30   19   31   25   29  8.063100 0.427331 SUCCESS 132
111100010   22   26   26   32   30   35   24   26  9.115648 0.332634 SUCCESS 133
111100100   24   25   18   23   33   26   21   26  5.680635 0.682955 SUCCESS 134
111100110   33   25   28   28   30   23   20   25  6.496194 0.591830 SUCCESS 135
111101000   22   26   31   33   15   26   28   25  9.749163 0.283075 SUCCESS 136
111101010   16   25   20   21   29   21   19   22  7.177371 0.517622 SUCCESS 137
111101100   21   26   25   26   24   30   22   27  2.588527 0.957475 SUCCESS 138
111101110   18   25   14   25   31   25   29   18 10.839443 0.210964 SUCCESS 139
111110000   28   17   25   20   26   31   33   24  8.799884 0.359458 SUCCESS 140
111110010   26   23   24   23   35   26   25   29  6.063921 0.640072 SUCCESS 141
111110100   24   18   26   35   22   21   27   25  7.646715 0.468718 SUCCESS 142
111110110   25   24   30   26   25   23   18   33  6.427348 0.599477 SUCCESS 143
111111000   25   23   36   20   27   27   27   24  7.487178 0.485093 SUCCESS 144
111111010   20   25   34   35   26   22   27   25 10.156942 0.254183 SUCCESS 145
111111100   25   19   30   24   30   28   28   25  5.029909 0.754375 SUCCESS 146
111111110   25   19   32   30   33   32   31   26 12.565225 0.127710 SUCCESS 147

		  NONPERIODIC TEMPLATES TEST
-------------------------------------------------------------------------------------
		  COMPUTATIONAL INFORMATION
-------------------------------------------------------------------------------------
	LAMBDA = 24.398438	M = 12500	N = 8	m = 9	n = 100000
-------------------------------------------------------------------------------------
		F R E Q U E N C Y
Template   W_1  W_2  W_3  W_4  W_5  W_6  W_7  W_8    Chi^2   P_value Assignment Index
-------------------------------------------------------------------------------------
000000001   28   27   29   29   31   19   23   22  6.038104 0.642964 SUCCESS   0
000000011   27   26   31   25   28   18   29   21  5.927553 0.655347 SUCCESS   1
000000101   26   26   24   36   20   22   28   26  7.648039 0.468583 SUCCESS   2
000000111   28   26   36   24   28   20   26   16 10.833486 0.211314 SUCCESS   3
000001001   20   28   31   16   19   27   14   27 12.593028 0.126641 SUCCESS   4
000001011   29   25   26   31   20   22   28   27  4.767103 0.782154 SUCCESS   5
000001101   17   24   23   27   34   23   25   37 13.427122 0.097974 SUCCESS   6
000001111   29   25   29   34   22   30   22   27  7.818830 0.451365 SUCCESS   7
000010001   22   18   19   20   27   29   28   20  6.585561 0.581934 SUCCESS   8
000010011   30   24   32   17   22   25   22   25  6.621308 0.577986 SUCCESS   9
000010101   24   23   23   25   25   21   30   17  4.340788 0.825142 SUCCESS  10
000010111   30   24   25   30   25   22   27   25  3.241901 0.918273 SUCCESS  11
000011001   24   24   22   29   23   31   25   29  3.995896 0.857494 SUCCESS  12
000011011   26   25   20   32   31   26   31   35 11.954879 0.153228 SUCCESS  13
000011101   19   15   24   21   27   22   23   22  6.330037 0.610315 SUCCESS  14
000011111   26   31   24   41   17   26   22   26 16.418609 0.036766 SUCCESS  15
000100011   26   22   17   22   26   35   31   25  9.647218 0.290665 SUCCESS  16
000100101   26   32   30   20   20   34   16   27 12.706226 0.122365 SUCCESS  17
000100111   23   23   28   23   25   29   18   25  3.460355 0.902245 SUCCESS  18
000101001   22   31   31   27   15   22   25   26  8.333188 0.401618 SUCCESS  19
000101011   25   21   20   20   21   26   33   19  7.111173 0.524687 SUCCESS  20
000101101   28   24   29   18   22   22   30   32  7.452755 0.488662 SUCCESS  21
000101111   25   23   21   28   30   26   24   24  2.588527 0.957475 SUCCESS  22
000110011   11   21   23   27   20   23   28   32 12.364645 0.135661 SUCCESS  23
000110101   13   22   31   27   31   14   23   33 17.526101 0.025074 SUCCESS  24
000110111   24   23   28   23   28   28   20   22  2.884432 0.941399 SUCCESS  25
000111001   29   28   24   29   29   23   26    9 13.484715 0.096225 SUCCESS  26
000111011   17   17   26   23   22   24   23   24  5.169586 0.739306 SUCCESS  27
000111101   23   26   26   26   28   20   33   19  6.147331 0.630733 SUCCESS  28
000111111   25   28   23   29   16   28   22   26  5.435040 0.710226 SUCCESS  29
001000011   22   17   24   27   20   24   26   27  4.077982 0.850020 SUCCESS  30
001000101   27   30   20   23   27   32   25   27  5.555521 0.696881 SUCCESS  31
001000111   22   23   20   23   26   24   25   24  1.366512 0.994709 SUCCESS  32
001001011   26   30   25   20   26   30   19   25  4.961063 0.761730 SUCCESS  33
001001101   29   29   22   21   30   24   26   19  5.206657 0.735277 SUCCESS  34
001001111   21   24   27   19   27   28   22   22  3.341198 0.911159 SUCCESS  35
001010011   30   25   31   24   19   25   24   24  4.461268 0.813295 SUCCESS  36
001010101   22   24   16   29   31   25   22   24  6.247952 0.619479 SUCCESS  37
001010111   24   27   24   19   28   21   31   23  4.502973 0.809136 SUCCESS  38
001011011   27   26   27   18   22   21   23   25  3.247859 0.917854 SUCCESS  39
001011101   21   25   29   24   27   23   24   23  1.867631 0.984804 SUCCESS  40
001011111   21   18   25   22   31   24   27   27  4.909428 0.767211 SUCCESS  41
001100101   28   21   23   28   24   27   18   15  7.441501 0.489831 SUCCESS  42
001100111   12   21   19   20   26   28   30   31 12.890257 0.115682 SUCCESS  43
001101011   17   24   27   30   31   21   28   18  8.561571 0.380619 SUCCESS  44
001101101   22   28   22   27   27   24   27   30  3.233296 0.918875 SUCCESS  45
001101111   18   23   29   18   26   26   25   20  5.501238 0.702903 SUCCESS  46
001110101   23   16   17   26   24   21   23   28  6.627266 0.577328 SUCCESS  47
001110111   23   20   24   32   24   27   19   27  5.172234 0.739019 SUCCESS  48
001111011   21   21   28   24   27   19   24   27  3.349804 0.910529 SUCCESS  49
001111101   22   29   26   23   20   24   20   20  3.797964 0.874876 SUCCESS  50
001111111   30   24   15   29   24   29   20   25  7.714237 0.461870 SUCCESS  51
010000011   27   25   14   21   27   28   21   37 13.425798 0.098015 SUCCESS  52
010000111   25   22   29   33   25   25   29   24  5.225193 0.733258 SUCCESS  53
010001011   26   28   31   27   27   33   24   19  7.454079 0.488524 SUCCESS  54
010001111   30   25   24   21   23   21   18   23  4.230237 0.835776 SUCCESS  55
010010011   26   26   31   18   20   24   25   24  4.646622 0.794591 SUCCESS  56
010010111   29   26   21   22   23   23   22   23  2.231058 0.973096 SUCCESS  57
010011011   16   25   26   21   24   32   30   17  9.704810 0.286359 SUCCESS  58
010011111   19   31   19   18   22   28   21   21  7.822139 0.451034 SUCCESS  59
010100011   33   24   22   25   24   18   19   25  6.391601 0.603455 SUCCESS  60
010100111   23   30   28   22   30   27   24   30  5.157671 0.740599 SUCCESS  61
010101011   18   19   17   31   29   18   19   22 11.244575 0.188223 SUCCESS  62
010101111   25   25   25   16   22   22   30   31  6.697436 0.569601 SUCCESS  63
010110011   24   27   28   31   17   22   20   23  6.154612 0.629918 SUCCESS  64
010110111   21   23   31   16   27   25   28   30  7.587799 0.474734 SUCCESS  65
010111011   24   28   23   30   32   15   30   27  9.774980 0.281176 SUCCESS  66
010111111   16   21   28   22   20   17   22   22  7.896943 0.443601 SUCCESS  67
011000111   24   26   22   31   22   17   31   26  6.723253 0.566765 SUCCESS  68
011001111   19   26   27   26   26   28   30   25  3.741696 0.879644 SUCCESS  69
011010111   19   22   25   22   20   22   30   18  5.864665 0.662388 SUCCESS  70
011011111   27   23   26   21   31   28   27   24  3.656963 0.886672 SUCCESS  71
011101111   15   20   28   21   31   25   26   28  8.120692 0.421770 SUCCESS  72
011111111   20   27   22   25   24   27   18   20  4.213026 0.837410 SUCCESS  73
100000000   28   27   29   29   31   19   23   22  6.038104 0.642964 SUCCESS  74
100010000   26   12   24   38   20   25   19   27 16.822417 0.032012 SUCCESS  75
100100000   27   23   26   25   19   19   21   24  3.459031 0.902346 SUCCESS  76
100101000   23   17   32   29   26   28   12   22 13.161669 0.106407 SUCCESS  77
100110000   24   31   23   34   18   30   24   24  8.919040 0.349172 SUCCESS  78
100111000   27   26   27   27   22   28   18   26  3.605328 0.890863 SUCCESS  79
101000000   22   23   29   21   25   25   27   28  2.579921 0.957900 SUCCESS  80
101000100   24   17   22   32   26   29   17   29  9.239438 0.322502 SUCCESS  81
101001000   25   29   27   23   27   22    9   31 13.704492 0.089800 SUCCESS  82
101001100   24   26   21   26   20   24   22   26  1.892124 0.984142 SUCCESS  83
101010000   35   27   24   20   28   24   32   23  8.962069 0.345506 SUCCESS  84
101010100   30   32   22   15   28   25   25   29  9.240762 0.322395 SUCCESS  85
101011000   20   27   22   27   24   18   29   25  4.290477 0.830011 SUCCESS  86
101011100   27   23   17   18   29   26   28   16  8.966703 0.345113 SUCCESS  87
101100000   20   26   22   22   24   23   20   24  2.331679 0.969118 SUCCESS  88
101100100   24   15   21   21   22   20   24   22  6.041414 0.642593 SUCCESS  89
101101000   20   29   23   16   28   27   28   26  6.282374 0.615634 SUCCESS  90
101101100   23   22   20   23   30   14   23   18  8.956773 0.345956 SUCCESS  91
101110000   29   26   25   41   27   21   29   31 16.217367 0.039373 SUCCESS  92
101110100   12   21   28   23   19   22   20   26 10.041096 0.262153 SUCCESS  93
101111000   21   16   24   23   31   28   22   26  6.315473 0.611940 SUCCESS  94
101111100   26   19   17   23   31   28   24   18  7.882380 0.445043 SUCCESS  95
110000000   28   29   20   33   28   25   23   22  6.292304 0.614526 SUCCESS  96
110000010   26   23   24   24   16   25   23   33  6.426024 0.599624 SUCCESS  97
110000100   20   27   30   25   30   24   32   19  7.469966 0.486876 SUCCESS  98
110001000   26   18   22   28   22   25   24   20  3.721837 0.881308 SUCCESS  99
110001010   29   33   24   30   28   22   27   29  7.344852 0.499923 SUCCESS 100
110010000   27   14   27   22   19   17   28   21  9.990785 0.265673 SUCCESS 101
110010010   19   30   20   19   17   23   21   21  7.998888 0.433579 SUCCESS 102
110010100   33   24   26   24   30   27   11   19 13.713098 0.089557 SUCCESS 103
110011000   24   23   24   31   14   27   19   26  8.153791 0.418593 SUCCESS 104
110011010   31   26   21   28   33   21   20   28  7.986972 0.434744 SUCCESS 105
110100000   21   25   27   20   29   33   27   26  6.038104 0.642964 SUCCESS 106
110100010   21   21   29   25   23   23   21   19  3.780753 0.876343 SUCCESS 107
110100100   25   24   28   18   20   17   16   33 11.567621 0.171563 SUCCESS 108
110101000   28   19   25   21   29   20   28   20  5.374800 0.716868 SUCCESS 109
110101010   26   27   23   17   26   18   22   27  5.170910 0.739163 SUCCESS 110
110101100   20   20   22   34   27   22   28   26  6.977453 0.539067 SUCCESS 111
110110000   24   28   25   32   22   20   23   22  4.409634 0.818404 SUCCESS 112
110110010   28   22   24   27   24   21   24   25  1.604825 0.990827 SUCCESS 113
110110100   15   25   19   18   29   23   27   23  8.076340 0.426049 SUCCESS 114
110111000   30   28   25   35   22   21   25   30  8.733686 0.365258 SUCCESS 115
110111010   20   26   29   18   19   22   22   20  6.101654 0.635846 SUCCESS 116
110111100   19   20   20   22   28   30   18   24  6.737817 0.565166 SUCCESS 117
111000000   22   29   32   31   21   25   28   24  6.496194 0.591830 SUCCESS 118
111000010   17   23   28   23   27   17   35   27 10.688512 0.219981 SUCCESS 119
111000100   33   22   20   24   25   36   19   23 11.239941 0.188471 SUCCESS 120
111000110   21   17   31   28   24   22   25   16  8.458302 0.390028 SUCCESS 121
111001000   28   22   22   23   21   24   34   23  5.604507 0.691436 SUCCESS 122
111001010   35   25   23   20   30   30   19   21 10.062279 0.260682 SUCCESS 123
111001100   22   13   23   28   26   29   22   25  7.645391 0.468853 SUCCESS 124
111010000   22   29   31   23   28   28   28   18  6.453165 0.596607 SUCCESS 125
111010010   13   25   27   22   24   13   24   31 13.414545 0.098360 SUCCESS 126
111010100   17   21   22   20   30   25   27   20  6.322755 0.611127 SUCCESS 127
111010110   23   25   20   19   23   22   29   26  3.484848 0.900362 SUCCESS 128
111011000   21   27   28   34   25   19   28   27  7.317711 0.502774 SUCCESS 129
111011010   17   24   19   19   22   22   33   24  8.423879 0.393196 SUCCESS 130
111011100   31   29   19   32   24   19   23   30  9.079901 0.335601 SUCCESS 131
111100000   22   23   32   27   23   33   26   30  7.716885 0.461603 SUCCESS 132
111100010   26   19   22   27   26   28   23   29  3.511989 0.898257 SUCCESS 133
111100100   14   31   21   24   19   29   21   17 11.863526 0.157398 SUCCESS 134
111100110   26   21   29   25   31   29   21   34  8.648952 0.372769 SUCCESS 135
111101000   23   28   30   22   31   26   26   24  4.275914 0.831411 SUCCESS 136
111101010   16   25   32   12   25   25   20   26 12.923356 0.114514 SUCCESS 137
111101100   21   27   28   27   22   23   21   25  2.443554 0.964311 SUCCESS 138
111101110   31   26   23   25   22   23   20   26  3.308099 0.913562 SUCCESS 139
111110000   14   24   24   25   25   28   29   26  6.180430 0.627029 SUCCESS 140
111110010   34   24   23   27   21   29   17   21  8.476837 0.388329 SUCCESS 141
111110100   23   30   25   26   29   21   24   28  3.478890 0.900822 SUCCESS 142
111110110   14   28   33   23   23   15   21   17 14.981451 0.059507 SUCCESS 143
111111000   16   24   25   19   23   32   34   24 10.688512 0.219981 SUCCESS 144
111111010   19   31   19   24   26   18   18   27  8.186890 0.415430 SUCCESS 145
111111100   28   20   33   24   27   33   19   27  9.453258 0.305513 SUCCESS 146
111111110   20   27   22   25   24   27   18   20  4.213026 0.837410 SUCCESS 147

		  NONPERIODIC TEMPLATES TEST
-------------------------------------------------------------------------------------
		  COMPUTATIONAL INFORMATION
-------------------------------------------------------------------------------------
	LAMBDA = 24.398438	M = 12500	N = 8	m = 9	n = 100000
-------------------------------------------------------------------------------------
		F R E Q U E N C Y
Template   W_1  W_2  W_3  W_4  W_5  W_6  W_7  W_8    Chi^2   P_value Assignment Index
-------------------------------------------------------------------------------------
000000001   25   26   22   28   24   33   22   23  4.385140 0.820811 SUCCESS   0
000000011   26   21   17   26   27   25   23   26  3.519271 0.897689 SUCCESS   1
000000101   18   27   31   27   28   23   30   28  6.665661 0.573097 SUCCESS   2
000000111   26   21   17   16   30   25   24   23  7.339556 0.500479 SUCCESS   3
000001001   19   35   23   27   18   29   26   27  9.393018 0.310233 SUCCESS   4
000001011   20   22   28   27   19   22   24   31  5.231151 0.732609 SUCCESS   5
000001101   21   19   32   20   31   19   17   20 11.211476 0.190002 SUCCESS   6
000001111   24   19   19   18   28   27   21   25  5.551549 0.697322 SUCCESS   7
000010001   28   19   23   41   31   28   25   28 16.504667 0.035701 SUCCESS   8
000010011   25   33   24   27   20   35   22   23  9.351313 0.313532 SUCCESS   9
000010101   19   25   25   31   28   20   27   31  6.614026 0.578789 SUCCESS  10
000010111   21   18   26   23   25   24   19   27  3.958825 0.860819 SUCCESS  11
000011001   35   16   24   27   19   18   31   29 13.756126 0.088348 SUCCESS  12
000011011   23   26   33   20   29   17   24   20  8.188214 0.415304 SUCCESS  13
000011101   27   22   20   24   27   25   24   14  6.246628 0.619627 SUCCESS  14
000011111   20   24   23   19   25   21   30   29  4.875005 0.770848 SUCCESS  15
000100011   29   18   20   35   27   27   26   28  9.444652 0.306184 SUCCESS  16
000100101   28   28   34   27   20   20   23   29  7.910845 0.442227 SUCCESS  17
000100111   28   27   21   27   17   26   18   16  8.762813 0.362698 SUCCESS  18
000101001   18   27   23   27   19   23   32   23  6.239346 0.620441 SUCCESS  19
000101011   24   18   25   24   27   19   32   28  6.282374 0.615634 SUCCESS  20
000101101   30   20   27   27   24   10   34   25 15.433583 0.051243 SUCCESS  21
000101111   24   19   22   34   28   22   24   16  9.179198 0.327405 SUCCESS  22
000110011   26   23   18   22   26   33   23   32  7.943944 0.438965 SUCCESS  23
000110101   20   23   28   21   30   17   19   30  8.153791 0.418593 SUCCESS  24
000110111   23   28   24   21   23   22   23   17  3.856880 0.869800 SUCCESS  25
000111001   22   24   29   17   28   24   26   22  4.375211 0.821784 SUCCESS  26
000111011   27   26   19   25   20   22   26   22  3.061181 0.930460 SUCCESS  27
000111101   28   22   24   29   25   23   19   22  3.273676 0.916028 SUCCESS  28
000111111   15   24   27   10   34   23   21   27 17.583694 0.024574 SUCCESS  29
001000011   30   31   32   14   25   16   25   21 13.713098 0.089557 SUCCESS  30
001000101   35   20   21   29   20   22   24   26  8.146510 0.419291 SUCCESS  31
001000111   21   23   21   29   29   20   25   26  3.799288 0.874763 SUCCESS  32
001001011   28   33   33   29   19   19   21   22 10.918219 0.206376 SUCCESS  33
001001101   19   39   24   26   23   34   18   21 16.595358 0.034609 SUCCESS  34
001001111   26   25   28   26   23   28   17   20  4.553283 0.804079 SUCCESS  35
001010011   28   24   30   22   23   21   27   24  2.994983 0.934672 SUCCESS  36
001010101   23   27   21   30   21   21   27   20  4.273266 0.831665 SUCCESS  37
001010111   23   16   23   27   19   25   34   24  8.603276 0.376860 SUCCESS  38
001011011   32   26   18   17   28   18   27   29 10.078167 0.259582 SUCCESS  39
001011101   24   25   29   33   28   26   22   26  5.064332 0.750679 SUCCESS  40
001011111   21   26   19   34   28   19   23   24  7.612292 0.472228 SUCCESS  41
001100101   29   23   23   24   19   28   24   25  2.875826 0.941907 SUCCESS  42
001100111   26   29   20   22   21   26   28   30  4.546001 0.804813 SUCCESS  43
001101011   27   26   25   24   23   31   21   28  3.385551 0.907888 SUCCESS  44
001101101   25   30   18   22   33   26   20   19  8.620487 0.375315 SUCCESS  45
001101111   27   26   30   21   28   22   21   21  3.985967 0.858387 SUCCESS  46
001110101   26   25   27   27   28   19   28   26  3.139956 0.925270 SUCCESS  47
001110111   29   23   24   24   22   28   22   29  2.927461 0.938827 SUCCESS  48
001111011   26   19   24   26   20   24   19   24  3.526553 0.897119 SUCCESS  49
001111101   23   35   24   28   15   22   40   32 22.147382 0.004650 FAILURE  50
001111111   22   29   26   18   27   25   23   27  3.655639 0.886781 SUCCESS  51
010000011   28   23   32   23   21   16   19   19  9.110352 0.333073 SUCCESS  52
010000111   22   30   26   16   26   21   12   19 13.015371 0.111322 SUCCESS  53
010001011   22   21   22   27   29   27   29   18  5.078895 0.749111 SUCCESS  54
010001111   28   25   30   38   28   24   25   20 11.123433 0.194803 SUCCESS  55
010010011   17   28   22   27   28   32   25   24  6.418742 0.600434 SUCCESS  56
010010111   24   23   26   31   25   22   18   27  4.324900 0.826685 SUCCESS  57
010011011   28   37   33   18   32   27   24   24 14.894732 0.061225 SUCCESS  58
010011111   23   18   29   22   15   29   32   26 10.154294 0.254363 SUCCESS  59
010100011   14   30   24   19   18   21   28   20 10.744780 0.216584 SUCCESS  60
010100111   20   24   33   26   22   22   32   25  7.020482 0.534424 SUCCESS  61
010101011   30   18   24   27   25   18   28   18  7.391191 0.495073 SUCCESS  62
010101111   25   18   23   26   27   18   28   24  4.518860 0.807543 SUCCESS  63
010110011   22   30   23   22   22   27   18   26  4.273266 0.831665 SUCCESS  64
010110111   28   19   23   20   25   21   24   26  3.306775 0.913658 SUCCESS  65
010111011   27   25   23   27   16   25   27   31  5.808397 0.668684 SUCCESS  66
010111111   22   25   23   33   30   26   26   22  5.266897 0.728706 SUCCESS  67
011000111   26   27   26   23   21   24   25   27  1.385048 0.994456 SUCCESS  68
011001111   22   31   25   18   18   34   30   24 10.816274 0.212328 SUCCESS  69
011010111   26   27   26   26   23   37   34   28 11.878752 0.156696 SUCCESS  70
011011111   25   24   30   18   29   30   27   22  5.842820 0.664833 SUCCESS  71
011101111   25   23   21   23   19   19   26   27  3.535158 0.896444 SUCCESS  72
011111111   18   32   24   25   29   26   31   24  7.063511 0.529796 SUCCESS  73
100000000   25   26   22   28   24   33   22   23  4.385140 0.820811 SUCCESS  74
100010000   26   18   29   19   19   18   32   20 10.211887 0.250468 SUCCESS  75
100100000   21   29   23   20   21   23   22   27  3.391509 0.907445 SUCCESS  76
100101000   14   33   25   26   12   29   33   24 18.390647 0.018481 SUCCESS  77
100110000   27   21   32   24   21   19   19   35 10.951318 0.204473 SUCCESS  78
100111000   19   25   24   28   24   24   18   21  4.043559 0.853172 SUCCESS  79
101000000   21   22   24   24   30   29   28   27  3.809218 0.873913 SUCCESS  80
101000100   24   17   32   22   18   21   20   23  8.143862 0.419545 SUCCESS  81
101001000   28   21   26   31   26   21   28   22  4.385140 0.820811 SUCCESS  82
101001100   30   28   17   31   24   19   20   30  9.434722 0.306960 SUCCESS  83
101010000   16   24   36   31   28   22   20   26 12.265348 0.139752 SUCCESS  84
101010100   19   29   25   24   23   18   28   20  5.340377 0.720653 SUCCESS  85
101011000   37   21   16   28   27   24   33   21 14.672306 0.065839 SUCCESS  86
101011100   25   26   22   25   18   30   31   28  5.842820 0.664833 SUCCESS  87
101100000   35   25   16   32   27   26   21   21 11.587481 0.170580 SUCCESS  88
101100100   33   29   32   35   26   27   23   28 12.269320 0.139586 SUCCESS  89
101101000   26   19   19   31   20   21   23   24  5.822960 0.667055 SUCCESS  90
101101100   40   25   17   24   24   25   24   23 12.765143 0.120190 SUCCESS  91
101110000   22   30   29   26   22   23   33   31  7.886352 0.444650 SUCCESS  92
