		  NONPERIODIC TEMPLATES TEST
-------------------------------------------------------------------------------------
		  COMPUTATIONAL INFORMATION
-------------------------------------------------------------------------------------
	LAMBDA = 244.125000	M = 125000	N = 8	m = 9	n = 1000000
-------------------------------------------------------------------------------------
		F R E Q U E N C Y
Template   W_1  W_2  W_3  W_4  W_5  W_6  W_7  W_8    Chi^2   P_value Assignment Index
000001101  262  247  244  270  268  252  231  226  9.024638 0.340222 SUCCESS   6
000001111  263  240  241  231  240  229  249  244  3.494724 0.899599 SUCCESS   7
000010001  230  239  244  214  242  253  241  228  6.297281 0.613970 SUCCESS   8
000010011  260  256  248  273  235  263  244  254  7.536508 0.480001 SUCCESS   9
000010101  221  236  255  241  265  229  266  234  8.364777 0.398673 SUCCESS  10
000010111  258  234  234  236  254  249  230  271  6.383074 0.604404 SUCCESS  11
000011001  238  228  245  247  246  228  216  229  6.735777 0.565390 SUCCESS  12
000011011  250  250  253  265  267  255  241  258  6.047318 0.641931 SUCCESS  13
000011101  226  233  215  249  272  235  218  225 13.696627 0.090024 SUCCESS  14
000011111  208  264  265  244  246  242  257  223 11.675735 0.166269 SUCCESS  15
000100011  246  237  264  212  245  273  223  238 11.861089 0.157510 SUCCESS  16
000100101  243  270  248  257  258  277  256  249  9.700387 0.286688 SUCCESS  17
000100111  245  234  223  273  236  244  239  251  6.451920 0.596745 SUCCESS  18
000101001  229  275  225  244  230  246  259  254  8.768320 0.362216 SUCCESS  19
000101011  229  237  271  251  249  251  255  244  5.246587 0.730925 SUCCESS  20
000101101  261  247  229  254  261  240  269  260  7.591584 0.474346 SUCCESS  21
000101111  234  222  245  222  240  244  262  249  6.111927 0.634696 SUCCESS  22
000110011  236  239  238  235  254  225  198  221 14.144655 0.078072 SUCCESS  23
000110101  245  238  293  228  246  243  230  212 16.622048 0.034294 SUCCESS  24
000110111  255  246  253  239  258  229  220  277  9.790416 0.280045 SUCCESS  25
000111001  255  265  253  235  241  245  229  252  4.310283 0.828100 SUCCESS  26
000111011  226  230  208  237  276  243  237  216 15.857329 0.044468 SUCCESS  27
000111101  271  262  236  233  233  257  256  260  8.109517 0.422846 SUCCESS  28
000111111  234  261  250  255  239  275  232  245  7.064119 0.529731 SUCCESS  29
001000011  239  249  264  252  256  226  217  229  8.223907 0.411910 SUCCESS  30
001000101  215  242  259  253  231  264  269  242  9.928108 0.270108 SUCCESS  31
001000111  239  245  244  216  244  256  244  241  4.104804 0.847546 SUCCESS  32
001001011  236  233  254  251  250  248  244  246  1.642239 0.990087 SUCCESS  33
001001101  226  244  226  278  242  235  274  257 12.500827 0.130218 SUCCESS  34
001001111  262  210  224  237  259  236  250  237  9.796771 0.279581 SUCCESS  35
001010011  239  292  232  250  245  221  261  242 14.085341 0.079568 SUCCESS  36
001010101  240  215  224  218  251  239  260  208 15.181580 0.055709 SUCCESS  37
001010111  245  256  261  245  233  255  227  252  4.340999 0.825122 SUCCESS  38
001011011  228  259  249  248  250  232  245  259  3.913095 0.864878 SUCCESS  39
001011101  256  245  253  246  226  244  242  268  4.775257 0.781305 SUCCESS  40
001011111  239  222  257  224  235  244  279  248 10.172776 0.253108 SUCCESS  41
001100101  241  243  267  267  223  226  252  262  9.379459 0.311303 SUCCESS  42
001100111  231  243  255  227  250  243  217  249  5.848194 0.664232 SUCCESS  43
001101011  235  222  242  241  242  221  219  242  7.465543 0.487335 SUCCESS  44
001101101  247  246  238  273  255  251  253  240  4.848340 0.773656 SUCCESS  45
001101111  247  252  253  240  252  224  229  262  5.005097 0.757031 SUCCESS  46
001110101  238  244  247  250  261  259  242  254  2.916418 0.939493 SUCCESS  47
001110111  249  244  209  229  254  243  238  209 12.101520 0.146731 SUCCESS  48
001111011  240  235  237  247  228  232  261  264  5.279421 0.727336 SUCCESS  49
001111101  278  244  247  236  238  258  224  242  7.886033 0.444681 SUCCESS  50
001111111  259  251  235  272  235  237  246  211 10.013901 0.264052 SUCCESS  51
010000011  231  253  236  212  263  264  239  246  9.024638 0.340222 SUCCESS  52
010000111  210  267  254  255  237  235  224  240 10.420621 0.236735 SUCCESS  53
010001011  219  262  242  238  219  255  259  246  8.334061 0.401537 SUCCESS  54
010001111  265  251  231  229  227  289  246  260 14.602215 0.067358 SUCCESS  55
010010011  240  234  261  242  232  227  261  268  7.218757 0.513225 SUCCESS  56
010010111  238  215  252  260  226  249  249  236  6.956084 0.541378 SUCCESS  57
010011011  244  249  260  268  253  239  280  244  9.481139 0.303345 SUCCESS  58
010011111  293  218  237  258  256  242  247  223 16.584977 0.034733 SUCCESS  59
010100011  257  258  253  237  234  249  215  247  6.230554 0.621424 SUCCESS  60
010100111  274  253  226  264  249  226  260  233 10.264924 0.246922 SUCCESS  61
010101011  231  235  224  219  231  240  246  212 10.662111 0.221589 SUCCESS  62
010101111  225  247  247  239  241  231  226  230  4.739246 0.785048 SUCCESS  63
010110011  248  234  227  256  237  249  259  264  5.264593 0.728958 SUCCESS  64
010110111  232  250  257  238  229  244  283  246  9.017224 0.340845 SUCCESS  65
010111011  265  260  260  248  237  240  245  242  4.354768 0.823781 SUCCESS  66
010111111  238  219  249  244  230  255  268  247  6.730481 0.565971 SUCCESS  67
011000111  249  228  242  243  270  249  226  243  5.561160 0.696255 SUCCESS  68
011001111  240  256  257  233  257  247  243  253  2.972554 0.936068 SUCCESS  69
011010111  243  246  224  240  242  221  227  254  5.748633 0.675365 SUCCESS  70
011011111  269  265  267  242  214  220  239  245 13.128913 0.107490 SUCCESS  71
011101111  239  261  230  252  256  255  245  223  5.418172 0.712088 SUCCESS  72
011111111  257  249  222  259  224  261  261  201 15.822376 0.044994 SUCCESS  73
100000000  254  223  212  246  230  246  229  244  8.520474 0.384346 SUCCESS  74
100010000  224  256  243  258  239  248  240  221  5.646952 0.686710 SUCCESS  75
100100000  252  234  221  244  244  253  238  265  5.301664 0.724901 SUCCESS  76
100101000  253  255  229  251  237  240  234  237  2.940779 0.938019 SUCCESS  77
100110000  229  238  261  220  261  238  260  246  7.248414 0.510083 SUCCESS  78
100111000  239  244  263  258  250  236  239  264  4.647098 0.794542 SUCCESS  79
101000000  255  219  249  260  231  237  233  252  6.075915 0.638728 SUCCESS  80
101000100  218  244  241  262  260  255  237  208 11.599475 0.169989 SUCCESS  81
101001000  228  253  232  268  265  230  237  248  7.443301 0.489644 SUCCESS  82
101001100  222  249  236  227  256  245  222  242  6.390488 0.603579 SUCCESS  83
101010000  219  269  274  252  224  261  221  237 14.743084 0.064338 SUCCESS  84
101010100  271  230  250  211  261  249  205  238 16.651705 0.033947 SUCCESS  85
101011000  246  248  232  249  266  229  241  252  4.102686 0.847742 SUCCESS  86
101011100  267  247  229  244  240  244  250  234  3.873906 0.868317 SUCCESS  87
101100000  238  289  226  257  241  219  256  236 14.377672 0.072437 SUCCESS  88
101100100  256  243  261  228  262  257  274  257  9.450424 0.305734 SUCCESS  89
101101000  244  214  236  254  260  272  229  229 10.835815 0.211177 SUCCESS  90
101101100  249  251  260  248  275  252  259  243  6.676463 0.571908 SUCCESS  91
101110000  263  241  268  226  232  266  247  266 10.070037 0.260145 SUCCESS  92
101110100  212  244  237  258  229  258  241  235  7.582052 0.475323 SUCCESS  93
101111000  232  240  225  224  244  250  217  248  7.287603 0.505944 SUCCESS  94
101111100  252  259  229  256  228  213  260  258  9.856085 0.275273 SUCCESS  95
110000000  232  236  234  227  247  248  230  215  7.117077 0.524055 SUCCESS  96
110000010  242  250  237  232  229  255  289  236 11.284902 0.186073 SUCCESS  97
110000100  246  255  255  268  259  248  259  263  6.879824 0.549653 SUCCESS  98
110001000  239  231  250  245  211  262  245  243  7.001628 0.536457 SUCCESS  99
110001010  243  250  237  249  255  258  224  236  3.779640 0.876438 SUCCESS 100
110010000  237  227  260  242  254  236  213  260  8.409262 0.394546 SUCCESS 101
110010010  263  246  261  235  256  223  236  233  6.375660 0.605230 SUCCESS 102
110010100  228  250  232  254  246  234  226  217  7.242059 0.510756 SUCCESS 103
110011000  227  234  257  224  273  223  272  235 13.162806 0.106369 SUCCESS 104
110011010  235  262  232  258  251  250  225  231  5.770875 0.672880 SUCCESS 105
110100000  238  220  246  230  279  253  254  243  9.390051 0.310467 SUCCESS 106
110100010  225  256  245  233  226  236  234  232  5.403344 0.713724 SUCCESS 107
110100100  235  257  235  290  247  227  265  227 14.690126 0.065458 SUCCESS 108
110101000  236  258  270  246  235  269  241  222  9.036289 0.339244 SUCCESS 109
110101010  262  250  250  212  241  250  191  242 18.182202 0.019901 SUCCESS 110
110101100  238  252  239  229  259  252  234  261  4.343117 0.824916 SUCCESS 111
110110000  253  258  258  265  266  248  248  240  6.037785 0.642999 SUCCESS 112
110110010  265  236  248  226  242  235  259  234  5.324965 0.722345 SUCCESS 113
110110100  249  231  252  251  244  246  245  265  3.157908 0.924060 SUCCESS 114
110111000  240  238  254  216  255  258  234  272  9.038407 0.339066 SUCCESS 115
110111010  247  248  249  265  216  226  237  229  7.972885 0.436123 SUCCESS 116
110111100  234  233  221  241  244  241  220  244  5.772993 0.672643 SUCCESS 117
111000000  246  242  240  224  262  262  233  248  5.117369 0.744961 SUCCESS 118
111000010  235  248  233  267  262  246  269  286 14.576795 0.067916 SUCCESS 119
111000100  241  230  227  232  222  255  248  250  5.536799 0.698960 SUCCESS 120
111000110  227  244  257  215  268  217  237  258 12.101520 0.146731 SUCCESS 121
111001000  259  234  262  255  252  239  231  234  4.764666 0.782407 SUCCESS 122
111001010  243  250  245  239  243  246  230  226  2.523467 0.960628 SUCCESS 123
111001100  224  242  253  235  259  226  270  263  9.096662 0.334207 SUCCESS 124
111010000  209  245  220  251  246  237  247  237  8.376428 0.397589 SUCCESS 125
111010010  248  237  215  294  231  230  244  226 17.378294 0.026402 SUCCESS 126
111010100  238  237  274  236  229  263  227  235  8.508824 0.385407 SUCCESS 127
111010110  238  270  239  225  258  252  260  268  9.217407 0.324289 SUCCESS 128
111011000  255  240  243  247  258  245  254  238  2.004475 0.980874 SUCCESS 129
111011010  244  231  257  241  242  236  244  257  2.474745 0.962898 SUCCESS 130
111011100  231  220  243  203  252  254  246  250 11.203346 0.190441 SUCCESS 131
111100000  268  239  229  248  266  251  227  248  7.092716 0.526663 SUCCESS 132
111100010  243  236  223  253  226  235  249  248  4.418318 0.817548 SUCCESS 133
111100100  251  230  275  243  233  243  235  241  6.013424 0.645728 SUCCESS 134
111100110  240  262  262  251  258  231  246  261  5.746514 0.675602 SUCCESS 135
111101000  242  256  232  238  242  231  256  243  2.750129 0.949047 SUCCESS 136
111101010  239  227  248  228  233  258  227  236  5.381101 0.716174 SUCCESS 137
111101100  247  233  267  246  245  223  251  241  4.926718 0.765379 SUCCESS 138
111101110  227  230  250  232  234  249  225  243  4.946843 0.763242 SUCCESS 139
111110000  243  241  206  251  251  262  260  277 13.605538 0.092644 SUCCESS 140
111110010  262  261  268  243  269  244  247  218 10.528656 0.229862 SUCCESS 141
111110100  245  249  230  252  221  244  254  229  4.859991 0.772430 SUCCESS 142
111110110  262  240  270  237  260  242  241  261  6.812037 0.557042 SUCCESS 143
111111000  242  229  239  249  243  250  258  234  2.601845 0.956812 SUCCESS 144
111111010  249  237  225  241  229  268  261  235  6.850167 0.552882 SUCCESS 145
111111100  245  244  248  272  226  235  262  217  9.574346 0.296180 SUCCESS 146
111111110  257  249  222  259  224  261  261  201 15.822376 0.044994 SUCCESS 147

		  NONPERIODIC TEMPLATES TEST
-------------------------------------------------------------------------------------
		  COMPUTATIONAL INFORMATION
-------------------------------------------------------------------------------------
	LAMBDA = 244.125000	M = 125000	N = 8	m = 9	n = 1000000
-------------------------------------------------------------------------------------
		F R E Q U E N C Y
Template   W_1  W_2  W_3  W_4  W_5  W_6  W_7  W_8    Chi^2   P_value Assignment Index
-------------------------------------------------------------------------------------
000000001  250  256  228  245  246  254  230  227  4.364300 0.822851 SUCCESS   0
000000011  251  253  216  250  238  240  242  216  7.632892 0.470126 SUCCESS   1
000000101  247  240  256  244  225  246  249  239  2.481100 0.962606 SUCCESS   2
000000111  263  227  225  226  246  260  239  209 12.114230 0.146180 SUCCESS   3
000001001  231  261  251  240  278  239  218  238 10.232089 0.249113 SUCCESS   4
000001011  269  243  245  248  231  229  249  253  4.827157 0.775880 SUCCESS   5
000001101  232  247  255  248  249  267  224  248  5.319670 0.722927 SUCCESS   6
000001111  252  227  230  256  245  264  245  225  6.177595 0.627346 SUCCESS   7
000010001  252  277  236  229  250  263  254  246  8.174127 0.416649 SUCCESS   8
000010011  240  246  250  236  268  229  249  273  7.530153 0.480656 SUCCESS   9
000010101  224  274  241  257  254  253  253  234  7.755755 0.457685 SUCCESS  10
000010111  269  248  250  238  264  248  237  258  5.758165 0.674300 SUCCESS  11
000011001  237  246  231  244  244  218  242  255  4.371715 0.822126 SUCCESS  12
000011011  253  237  257  247  237  230  255  234  3.281831 0.915447 SUCCESS  13
000011101  235  262  281  219  241  232  265  250 12.798453 0.118975 SUCCESS  14
000011111  267  213  259  251  247  264  239  220 11.744581 0.162969 SUCCESS  15
000100011  248  274  225  243  240  245  254  248  5.951993 0.652610 SUCCESS  16
000100101  242  257  236  256  277  246  256  239  6.901007 0.547350 SUCCESS  17
000100111  250  255  240  220  243  238  241  268  5.805828 0.668972 SUCCESS  18
000101001  255  245  229  260  249  253  209  246  8.217552 0.412513 SUCCESS  19
000101011  226  255  221  251  241  272  243  246  7.712329 0.462063 SUCCESS  20
000101101  270  251  238  254  265  222  259  247  8.501409 0.386083 SUCCESS  21
000101111  273  248  243  248  212  240  237  266 10.351775 0.241199 SUCCESS  22
000110011  255  236  255  234  235  205  234  255  9.489613 0.302689 SUCCESS  23
000110101  264  223  234  245  222  277  268  256 13.666970 0.090869 SUCCESS  24
000110111  239  237  260  255  239  239  269  251  4.939428 0.764030 SUCCESS  25
000111001  238  242  250  222  201  251  236  250 10.903602 0.207221 SUCCESS  26
000111011  246  246  272  216  237  234  249  261  8.629569 0.374502 SUCCESS  27
000111101  237  246  231  284  246  263  254  227 10.876063 0.208821 SUCCESS  28
000111111  238  227  247  257  227  303  239  234 18.612224 0.017077 SUCCESS  29
001000011  252  257  270  214  234  270  262  260 13.338628 0.100717 SUCCESS  30
001000101  258  240  264  250  255  231  224  263  7.163681 0.519080 SUCCESS  31
001000111  231  250  238  235  264  252  223  264  6.888297 0.548731 SUCCESS  32
001001011  240  231  256  239  254  231  223  226  5.936105 0.654389 SUCCESS  33
001001101  235  249  243  253  256  270  243  257  4.934133 0.764592 SUCCESS  34
001001111  243  262  236  220  256  246  238  258  5.691438 0.681750 SUCCESS  35
001010011  249  230  246  283  241  257  240  246  8.194251 0.414729 SUCCESS  36
001010101  256  292  256  237  254  249  238  240 11.865326 0.157315 SUCCESS  37
001010111  228  239  225  246  255  248  244  249  3.442825 0.903581 SUCCESS  38
001011011  258  258  249  261  265  229  244  222  7.827779 0.450472 SUCCESS  39
001011101  215  242  223  228  284  245  248  228 14.510068 0.069402 SUCCESS  40
001011111  258  234  249  265  248  244  228  251  4.562365 0.803162 SUCCESS  41
001100101  248  240  239  257  244  219  219  243  6.303636 0.613261 SUCCESS  42
001100111  265  223  233  230  249  242  237  259  6.378837 0.604876 SUCCESS  43
001101011  258  214  241  264  231  258  265  242  9.786180 0.280355 SUCCESS  44
001101101  250  273  246  235  243  229  269  233  8.166712 0.417357 SUCCESS  45
001101111  225  252  245  249  232  241  280  259  8.970621 0.344780 SUCCESS  46
001110101  237  244  248  210  244  239  274  222 11.178985 0.191762 SUCCESS  47
001110111  246  250  252  243  250  255  222  266  5.177741 0.738421 SUCCESS  48
001111011  249  264  233  266  222  229  228  225 10.020256 0.263607 SUCCESS  49
001111101  269  243  259  233  253  236  249  224  6.518647 0.589340 SUCCESS  50
001111111  249  252  229  254  253  266  243  235  4.464921 0.812932 SUCCESS  51
010000011  238  238  268  239  256  246  264  255  5.631065 0.688480 SUCCESS  52
010000111  262  273  247  212  224  238  240  255 11.741403 0.163120 SUCCESS  53
010001011  252  248  253  236  251  241  262  230  3.380334 0.908276 SUCCESS  54
010001111  206  255  227  248  276  278  236  240 17.483151 0.025453 SUCCESS  55
010010011  218  254  266  256  259  236  241  219  9.862440 0.274814 SUCCESS  56
010010111  226  250  235  232  253  252  240  226  4.574016 0.801983 SUCCESS  57
010011011  235  251  232  255  245  264  259  250  4.437383 0.815665 SUCCESS  58
010011111  254  229  225  250  258  243  238  246  4.073029 0.850475 SUCCESS  59
010100011  207  244  229  241  258  249  257  253  8.802213 0.359255 SUCCESS  60
010100111  246  210  239  276  254  249  245  219 12.555903 0.128071 SUCCESS  61
010101011  245  271  250  230  238  252  246  242  4.510466 0.808385 SUCCESS  62
010101111  243  236  248  224  251  242  239  214  6.240086 0.620358 SUCCESS  63
010110011  269  275  244  225  230  260  239  230 11.079423 0.197239 SUCCESS  64
010110111  243  244  234  239  239  246  240  257  1.451589 0.993483 SUCCESS  65
010111011  238  242  231  229  265  247  216  254  7.522738 0.481420 SUCCESS  66
010111111  261  227  246  236  233  254  229  218  7.541803 0.479456 SUCCESS  67
011000111  209  247  247  246  219  247  244  260  9.089247 0.334823 SUCCESS  68
011001111  247  262  269  226  242  245  245  229  6.396843 0.602871 SUCCESS  69
011010111  265  231  235  242  224  242  253  249  5.117369 0.744961 SUCCESS  70
011011111  255  257  233  236  229  259  256  251  4.711707 0.787898 SUCCESS  71
011101111  229  249  245  255  253  233  235  230  3.630297 0.888845 SUCCESS  72
011111111  239  249  244  241  231  273  265  237  6.576902 0.582891 SUCCESS  73
100000000  250  256  228  245  246  254  230  227  4.364300 0.822851 SUCCESS  74
100010000  254  232  255  236  240  251  238  256  2.845454 0.943678 SUCCESS  75
100100000  253  243  262  239  244  279  274  244 10.738371 0.216969 SUCCESS  76
100101000  251  262  210  250  266  243  249  248  8.830811 0.356769 SUCCESS  77
100110000  233  238  255  249  246  234  252  250  2.143226 0.976303 SUCCESS  78
100111000  247  237  245  245  257  242  238  243  1.142312 0.997180 SUCCESS  79
101000000  244  226  244  249  283  261  234  239  9.647429 0.290649 SUCCESS  80
101000100  282  255  257  251  263  232  230  223 12.349366 0.136283 SUCCESS  81
101001000  260  258  247  239  236  250  241  234  2.931247 0.938598 SUCCESS  82
101001100  207  240  238  258  255  252  263  256  9.756523 0.282532 SUCCESS  83
101010000  226  249  236  231  266  239  248  232  5.327084 0.722113 SUCCESS  84
101010100  239  272  253  226  264  254  256  228  8.914485 0.349561 SUCCESS  85
101011000  232  244  245  248  240  273  249  255  4.896003 0.768632 SUCCESS  86
101011100  254  231  235  248  244  233  263  268  6.008129 0.646321 SUCCESS  87
101100000  239  265  240  218  219  238  209  222 15.055539 0.058074 SUCCESS  88
101100100  284  242  234  250  257  218  263  248 12.502945 0.130135 SUCCESS  89
101101000  265  240  259  249  261  239  249  257  5.077120 0.749303 SUCCESS  90
101101100  256  252  254  235  213  227  220  211 14.087460 0.079514 SUCCESS  91
101110000  253  250  244  211  235  241  262  243  6.881942 0.549422 SUCCESS  92
101110100  229  252  225  244  237  222  232  248  5.757106 0.674418 SUCCESS  93
101111000  213  225  249  281  243  250  245  242 11.689504 0.165604 SUCCESS  94
101111100  241  237  220  230  228  252  249  239  5.143848 0.742097 SUCCESS  95
110000000  240  258  231  238  222  246  226  231  5.986945 0.648694 SUCCESS  96
110000010  252  238  226  249  250  242  245  240  2.154877 0.975892 SUCCESS  97
110000100  246  258  263  267  249  258  258  254  6.701883 0.569112 SUCCESS  98
110001000  239  227  241  238  245  235  239  275  6.060028 0.640508 SUCCESS  99
110001010  236  241  248  257  222  265  236  234  5.721094 0.678441 SUCCESS 100
110010000  237  264  264  204  228  270  247  247 14.391441 0.072116 SUCCESS 101
110010010  252  221  246  225  271  219  260  239 11.006341 0.201340 SUCCESS 102
110010100  242  248  234  251  259  281  255  259  8.854112 0.354752 SUCCESS 103
110011000  238  235  269  252  215  224  262  233 10.583733 0.226419 SUCCESS 104
110011010  244  236  222  235  271  238  239  244  6.036726 0.643118 SUCCESS 105
110100000  245  225  243  245  249  231  230  250  3.383511 0.908040 SUCCESS 106
110100010  285  248  247  244  266  251  229  210 15.307621 0.053433 SUCCESS 107
110100100  233  249  237  258  232  241  238  224  4.194834 0.839131 SUCCESS 108
110101000  242  236  236  229  261  222  256  237  5.640597 0.687418 SUCCESS 109
110101010  228  251  247  219  248  257  264  230  7.296077 0.505051 SUCCESS 110
110101100  237  265  245  235  232  265  253  249  5.320729 0.722810 SUCCESS 111
110110000  252  273  251  235  220  231  234  225  9.527743 0.299747 SUCCESS 112
110110010  256  227  245  252  265  238  246  235  4.478691 0.811561 SUCCESS 113
110110100  251  270  264  246  237  240  257  241  5.756047 0.674537 SUCCESS 114
110111000  285  248  239  219  232  265  268  269 17.433370 0.025900 SUCCESS 115
110111010  224  242  221  242  222  251  228  254  7.808714 0.452375 SUCCESS 116
110111100  201  219  226  270  258  239  247  246 15.758826 0.045965 SUCCESS 117
111000000  258  246  241  253  227  260  226  234  5.341912 0.720485 SUCCESS 118
111000010  237  269  242  261  267  267  257  243  9.203638 0.325410 SUCCESS 119
111000100  230  213  249  238  235  251  262  290 16.032092 0.041923 SUCCESS 120
111000110  255  222  245  245  244  248  230  237  3.705498 0.882669 SUCCESS 121
111001000  225  241  278  230  236  253  242  257  8.632746 0.374217 SUCCESS 122
111001010  253  243  240  227  246  283  240  231  8.873177 0.353107 SUCCESS 123
111001100  232  242  280  247  231  235  239  263  8.832929 0.356585 SUCCESS 124
111010000  238  263  230  247  268  246  257  244  5.680846 0.682932 SUCCESS 125
111010010  223  265  235  255  254  246  236  222  7.372337 0.497044 SUCCESS 126
111010100  242  228  222  241  250  229  276  237  8.871059 0.353290 SUCCESS 127
111010110  260  251  253  224  229  249  242  247  4.441620 0.815245 SUCCESS 128
111011000  234  282  246  257  218  247  263  249 11.765764 0.161965 SUCCESS 129
111011010  262  261  246  223  228  249  221  250  8.079861 0.425708 SUCCESS 130
111011100  278  251  240  229  238  264  247  248  8.034316 0.430125 SUCCESS 131
111100000  237  238  235  288  238  260  210  241 15.084136 0.057530 SUCCESS 132
111100010  239  220  252  246  232  240  236  254  4.242496 0.834609 SUCCESS 133
111100100  226  256  257  222  278  242  242  232 10.288225 0.245376 SUCCESS 134
111100110  211  236  258  227  228  243  263  245  9.606121 0.293766 SUCCESS 135
111101000  269  258  228  262  264  262  263  222 12.502945 0.130135 SUCCESS 136
111101010  231  227  239  235  245  221  262  225  7.608531 0.472613 SUCCESS 137
111101100  263  264  257  252  224  234  261  234  7.938991 0.439452 SUCCESS 138
111101110  258  249  221  243  221  248  248  241  5.621532 0.689541 SUCCESS 139
111110000  241  260  239  270  230  273  223  242 10.344361 0.241683 SUCCESS 140
111110010  238  218  232  233  258  249  231  216  9.195164 0.326101 SUCCESS 141
111110100  265  246  231  231  241  255  258  221  6.944433 0.542640 SUCCESS 142
111110110  272  256  257  234  228  256  258  231  8.270511 0.407502 SUCCESS 143
111111000  256  252  243  252  248  256  220  236  4.534826 0.805939 SUCCESS 144
111111010  247  262  244  247  217  238  260  244  5.767698 0.673235 SUCCESS 145
111111100  243  230  240  266  255  272  226  220 10.600680 0.225367 SUCCESS 146
111111110  239  249  244  241  231  273  265  237  6.576902 0.582891 SUCCESS 147

		  NONPERIODIC TEMPLATES TEST
-------------------------------------------------------------------------------------
		  COMPUTATIONAL INFORMATION
-------------------------------------------------------------------------------------
	LAMBDA = 244.125000	M = 125000	N = 8	m = 9	n = 1000000
-------------------------------------------------------------------------------------
		F R E Q U E N C Y
Template   W_1  W_2  W_3  W_4  W_5  W_6  W_7  W_8    Chi^2   P_value Assignment Index
-------------------------------------------------------------------------------------
000000001  230  267  232  232  231  259  241  228  7.118136 0.523942 SUCCESS   0
000000011  249  264  239  218  249  251  225  250  6.773907 0.561211 SUCCESS   1
000000101  265  239  222  237  236  251  265  210 11.506268 0.174629 SUCCESS   2
000000111  236  232  235  260  248  258  228  272  7.595821 0.473912 SUCCESS   3
000001001  236  238  251  223  252  249  244  246  2.907945 0.940001 SUCCESS   4
000001011  247  220  221  219  242  250  252  232  8.491877 0.386953 SUCCESS   5
000001101  244  265  277  226  246  236  234  253  8.879532 0.352560 SUCCESS   6
000001111  209  213  240  288  249  244  232  269 20.904263 0.007406 FAILURE   7
000010001  235  263  223  252  244  224  256  250  6.475222 0.594157 SUCCESS   8
000010011  246  223  262  227  281  220  265  231 15.304443 0.053489 SUCCESS   9
000010101  261  260  278  268  243  242  231  218 13.196700 0.105259 SUCCESS  10
000010111  278  229  220  226  244  257  246  227 11.648197 0.167604 SUCCESS  11
000011001  252  258  231  220  225  249  239  244  6.035667 0.643237 SUCCESS  12
000011011  216  240  239  225  261  227  255  235  8.387019 0.396606 SUCCESS  13
000011101  259  257  224  252  251  257  239  247  4.667222 0.792479 SUCCESS  14
000011111  194  229  236  263  269  259  234  280 22.848895 0.003564 FAILURE  15
000100011  225  241  241  264  252  255  243  226  5.466894 0.706705 SUCCESS  16
000100101  239  249  234  254  226  249  228  289 12.185195 0.143130 SUCCESS  17
000100111  257  204  257  228  261  236  238  244 10.972448 0.203265 SUCCESS  18
000101001  253  253  215  232  222  236  257  215 11.533806 0.173247 SUCCESS  19
000101011  252  272  277  248  229  229  224  223 13.742171 0.088738 SUCCESS  20
000101101  238  245  230  231  230  257  221  259  6.487932 0.592747 SUCCESS  21
000101111  256  240  209  231  226  235  240  237  8.658166 0.371948 SUCCESS  22
000110011  254  248  242  225  249  235  214  237  6.558896 0.584883 SUCCESS  23
000110101  227  247  234  233  264  234  258  248  5.223285 0.733466 SUCCESS  24
000110111  221  248  232  235  239  236  243  246  3.716090 0.881788 SUCCESS  25
000111001  270  252  229  250  239  240  247  244  4.433146 0.816084 SUCCESS  26
000111011  235  256  246  264  248  244  252  266  4.992387 0.758390 SUCCESS  27
000111101  246  225  251  266  244  252  245  238  4.217076 0.837026 SUCCESS  28
000111111  219  212  229  249  264  251  228  261 12.298525 0.138373 SUCCESS  29
001000011  222  262  236  271  229  250  265  246  9.743813 0.283469 SUCCESS  30
001000101  250  269  247  241  241  222  269  245  7.584170 0.475105 SUCCESS  31
001000111  244  229  239  254  243  230  261  251  3.751042 0.878858 SUCCESS  32
001001011  252  255  237  267  242  235  239  276  7.983476 0.435086 SUCCESS  33
001001101  241  265  254  222  260  233  245  244  5.969999 0.650593 SUCCESS  34
001001111  266  238  252  237  255  235  251  258  4.533767 0.806045 SUCCESS  35
001010011  231  229  207  218  212  258  232  231 16.970514 0.030418 SUCCESS  36
001010101  256  214  235  244  259  245  254  258  6.964557 0.540461 SUCCESS  37
001010111  241  255  272  246  219  226  248  210 12.912843 0.114884 SUCCESS  38
001011011  269  248  229  229  250  242  207  263 12.137532 0.145172 SUCCESS  39
001011101  254  250  245  253  257  255  252  213  6.466748 0.595098 SUCCESS  40
001011111  260  259  244  232  235  228  262  251  5.636361 0.687890 SUCCESS  41
001100101  259  218  209  221  235  247  218  249 14.701777 0.065210 SUCCESS  42
001100111  253  249  241  240  252  236  213  244  5.194688 0.736579 SUCCESS  43
001101011  238  257  251  264  248  265  276  262 10.303054 0.244396 SUCCESS  44
001101101  242  270  254  247  257  243  237  225  5.776171 0.672288 SUCCESS  45
001101111  237  250  221  242  242  236  245  257  3.650421 0.887207 SUCCESS  46
001110101  240  245  231  264  264  256  237  232  5.587639 0.693312 SUCCESS  47
001110111  238  261  252  261  228  225  250  253  5.965762 0.651067 SUCCESS  48
001111011  245  222  244  246  259  235  240  229  4.423614 0.817026 SUCCESS  49
001111101  240  236  263  222  270  255  242  277 11.870622 0.157070 SUCCESS  50
001111111  234  223  253  255  228  253  260  254  6.075915 0.638728 SUCCESS  51
010000011  228  231  227  261  235  227  254  235  6.641511 0.575757 SUCCESS  52
